ID,Description,Entry_ID
2333-einenubertreffenan,einen übertreffen an,2333-faurarahnjan
2334-abschatzen,abschätzen,2334-garahnjan
2335-darreichen,darreichen,2335-rahton
2336-raibaikka,Raibaikka,2336-raibaikka
2337-verordnen,verordnen,2337-raidjan
2338-befehlenverordnenbestimmen,"befehlen, verordnen, bestimmen",2338-garaidjan
2339-namlichdochetwa,"nämlich, doch, etwa",2339-raihtis
2340-alsgerechterweisen,als gerecht erweisen,2340-garaihtjan
2341-vollendsinordnungbringen,vollends in Ordnung bringen,2341-atgaraihtjan
2342-rechtgrade,"recht, grade",2342-raihts
2343-rechtrichtig,"recht, richtig",2343-raihtaba
2344-zumaufstehnbringenaufrichtenerwecken,"zum Aufstehn bringen, aufrichten, erwecken",2344-urraisjan
2345-raka,raka,2345-raka
2346-aufrecken,aufrecken,2346-ufrakjan
2347-rama,Rama,2347-rama
2348-aufgehnlassen,aufgehn lassen,2348-urrannjan
2349-meile,Meile,2349-rasta
2350-zahlen,zählen,2350-garajan
2351-abrechnungkontozahl,"Abrechnung, Konto; Zahl",2351-rajo
2352-leichter,leichter,2352-raizo
2353-einenberauben,einen berauben,2353-biraubon
2354-erzurntwerden,erzürnt werden,2354-inrauhtjan
2355-raufen,raufen,2355-raupjan
2356-rohr,Rohr,2356-raus
2357-rot,rot,2357-raus
2358-sprachesprechweise,"Sprache, Sprechweise",2358-razda
2359-haus,Haus,2359-razn
2360-vorsorgetreffenfur,Vorsorge treffen für,2360-garedan
2361-einenvorherbestimmenzu,einen vorherbestimmen zu,2361-fauragaredan
2362-besorgengewahren,"besorgen, gewähren",2362-undredan
2363-warumlassetihreuchsatzungenauflegenalslebtetihrinderwelt,"warum lasset ihr euch Satzungen auflegen, als lebtet ihr in der Welt",2363-urredan
2364-reichherrschaftobrigkeit,"Reich, Herrschaft, Obrigkeit",2364-reiki
2365-herrschenuber,herrschen über,2365-reikinon
2366-reikeis,reikeis*,2366-reikeis
2367-reiks,reiks*,2367-reiks
2368-herrscherobrigkeit,"Herrscher, Obrigkeit",2368-reiks
2369-zittern,zittern,2369-reiran
2370-erzitternerbeben,"erzittern, erbeben",2370-inreiran
2371-daszittern,das Zittern,2371-reiro
2372-erstehnsicherheben,"erstehn, sich erheben",2372-urreisan
2373-resa,Resa*,2373-resa
2374-regen,Regen,2374-rign
2375-regnen,regnen,2375-rignjan
2376-haufen,häufen,2376-rikan
2377-ruhe,Ruhe,2377-rimis
2378-rennenlaufen,"rennen, laufen",2378-rinnan
2379-streiten,streiten,2379-andrinnan
2380-hinzulaufen,hinzulaufen,2380-atrinnan
2381-hinzulaufen,hinzulaufen,2381-duatrinnan
2382-einenumringen,einen umringen,2382-birinnan
2383-hinzulaufen,hinzulaufen,2383-durinnan
2384-sicherstreckenreichenzu,"sich erstrecken, reichen zu",2384-fairrinnan
2385-vorhergehn,vorhergehn,2385-faurrinnan
2386-sichverlaufenzugeratenunter,"sich verlaufen zu, geraten unter",2386-frarinnan
2387-zusammenlaufenzusammenkommen,"zusammenlaufen, zusammenkommen",2387-garinnan
2388-zufallenzuteilwerden,"zufallen, zuteil werden",2388-undrinnan
2389-auslaufenausgehn,"auslaufen, ausgehn",2389-urrinnan
2390-giebach,Gießbach,2390-rinno
2391-finsternis,Finsternis,2391-riqis
2392-finster,finster,2392-riqizeins
2393-finsterwerden,finster werden,2393-riqizjan
2394-vernichtungvomewigentodgesagt,"Vernichtung, vom ewigen Tod gesagt",2394-riurei
2395-verderben,verderben,2395-riurjan
2396-verganglichsterblich,"vergänglich, sterblich",2396-riureis
2397-riurs,riurs*,2397-riurs
2398-sprechenreden,"sprechen, reden",2398-rodjan
2399-murrendredenmurren,"murrend reden, murren",2399-birodjan
2400-miteinemreden,mit einem reden,2400-mirodjan
2401-hof,Hof,2401-rohsns
2402-rufus,Rufus,2402-rufus
2403-raum,Raum,2403-rumis
2404-ruma,Rūma*,2404-ruma
2405-sicherweitern,sich erweitern,2405-urrumnan
2406-rumoneis,Rūmoneis*,2406-rumoneis
2407-geraumig,geräumig,2407-rums
2408-geheimnis,Geheimnis,2408-runa
2409-lauf,Lauf,2409-runs
2410-derdieser,"der, dieser",2410-sa
2411-sabellius,Sabellius,2411-sabaillius
2412-feineleinwand,feine Leinwand,2412-saban
2413-sabao,Sabaoþ,2413-sabao
2414-sabbato,sabbato,2414-sabbato
2415-saddukaieis,Saddukaieis,2415-saddukaieis
2416-satt,satt,2416-sads
2417-der,der,2417-saei
2418-senken,senken,2418-saggqjan
2419-versenken,versenken,2419-ufsaggqjan
2420-ufsaggqjan,uf-saggqjan,2420-ufsaggqjan
2421-untergangwesten,"Untergang, Westen",2421-saggqa
2422-vorlesungrezitation,"Vorlesung, Rezitation",2422-saggws
2423-derukeinandrerebender,"der u. kein andrer, eben der",2423-sah
2424-wasauchimmer,was auch immer,2424-saazuh
2425-eccesieh,"ecce, sieh",2425-sai
2426-saen,säen,2426-saian
2427-einsaen,einsäen,2427-insaian
2428-sechs,sechs,2428-saihs
2429-dersechste,der sechste,2429-saihsta
2430-sehn,sehn,2430-saian
2431-aufetwsehnesberucksichtigen,"auf etw. sehn, es berücksichtigen",2431-andsaian
2432-aufetwsehnachtgeben,"auf etw. sehn, acht geben",2432-atsaian
2433-umsehn,umsehn,2433-bisaian
2434-erblicken,erblicken,2434-gasaian
2435-hinsehnaufetwsehnnachetwsehn,"hinsehn; auf etw. sehn, nach etw. sehn",2435-insaian
2436-durchschauen,dúrchschauen,2436-airhsaian
2437-aufblicken,aufblicken,2437-ussaian
2438-anseilen,anseilen,2438-insailjan
2439-sailaum,Sailaum,2439-sailaum
2440-saimaiein,Saimaiein,2440-saimaiein
2441-zogernsaumen,"zögern, säumen",2441-sainjan
2442-schmerz,Schmerz,2442-sair
2443-sairok,Sairok,2443-sairok
2444-seele,Seele,2444-saiwala
2445-see,See,2445-saiws
2446-saixaineia,Saixaineia,2446-saixaineia
2447-streiten,streiten,2447-sakan
2448-widersprechenbekampfen,"widersprechen, bekämpfen",2448-andsakan
2449-schelten,schelten,2449-gasakan
2450-vorstellenanrateneintretenfurbezeichnen,"vorstellen, anraten; eintreten für; bezeichnen",2450-insakan
2451-anainsakan,ana-insakan,2451-anainsakan
2452-erorternvorlegen,"erörtern, vorlegen",2452-ussakan
2453-streit,Streit,2453-sakjo
2454-sack,Sack,2454-sakkus
2455-streitsuchtig,streitsüchtig,2455-sakuls
2456-salamis,Salamis,2456-salamis
2457-salaiel,Salaþiel,2457-salaiel
2458-salben,salben,2458-salbon
2459-salben,salben,2459-gasalbon
2460-salbe,Salbe,2460-salbons
2461-leichtfertigesgeschwatz,leichtfertiges Geschwätz,2461-saldra
2462-herberge,Herberge,2462-saliwos
2463-opfern,opfern,2463-saljan
2464-darbringen,darbringen,2464-andsaljan
2465-zumopferbringen,zum Opfer bringen,2465-gasaljan
2466-herbergenbleiben,"herbergen, bleiben",2466-saljan
2467-herbergenehmen,Herberge nehmen,2467-ussaljan
2468-salmon,Salmon,2468-salmon
2469-salome,Salome,2469-salome
2470-salz,Salz,2470-salt
2471-salzen,salzen,2471-saltan
2472-derselbedernamliche,"derselbe, der nämliche",2472-sama
2473-samafrajis,samafraþjis*,2473-samafrajis
2474-desselbengeschlechtsverwandt,"desselben Geschlechts, verwandt",2474-samakuns
2475-gleichgro,gleich groß,2475-samalaus
2476-gleich,gleich,2476-samaleiks
2477-aufgleicheweisegleichebenfalls,"auf gleiche Weise, gleich-, ebenfalls",2477-samaleiko
2478-zusammenzugleich,"zusammen, zugleich",2478-samana
2479-ubereinstimmung,Übereinstimmung,2479-samaqiss
2480-samareites,Samareites,2480-samareites
2481-samaria,Samaria,2481-samaria
2482-einmutig,einmütig,2482-samasaiwals
2483-nacheinemunddemselbenorthinzusammen,nach einem und demselben Ort hin; zusammen,2483-sama
2484-diedenmenschenzugefallensuchen,die den Menschen zu gefallen suchen,2484-samjan
2485-senden,senden,2485-sandjan
2486-entsendengeleiten,"entsenden, geleiten",2486-gasandjan
2487-vorausentsenden,vorausentsenden,2487-fauragasandjan
2488-entsenden,entsenden,2488-insandjan
2489-mitentsenden,mitentsenden,2489-miinsandjan
2490-mitentsenden,mitentsenden,2490-gamisandjan
2491-aussenden,aussenden,2491-ussandjan
2492-saraipta,Saraipta,2492-saraipta
2493-sarra,Sarra,2493-sarra
2494-waffen,Waffen,2494-sarwa
2495-satan,Satan,2495-satana
2496-setzen,setzen,2496-satjan
2497-absetzenentlassen,"absetzen, entlassen",2497-afsatjan
2498-darstellen,darstellen,2498-atsatjan
2499-umgeben,umgeben,2499-bisatjan
2500-hinsetzenhinstellenhinlegen,"hinsetzen, hinstellen, hinlegen",2500-gasatjan
2501-vorstellendarstellen,"vorstellen, darstellen",2501-fauragasatjan
2502-versetzen,versetzen,2502-misatjan
2503-setztendarauf,setzten darauf,2503-ussatjan
2504-satt,satt,2504-sas
2505-saudauma,Saudauma,2505-saudauma
2506-krankheit,Krankheit,2506-sauhts
2507-sonne,Sonne,2507-sauil
2508-saulaumon,Saulaumon,2508-saulaumon
2509-besudeln,besudeln,2509-bisauljan
2510-besudeltwerden,besudelt werden,2510-bisaulnan
2511-saule,Säule,2511-sauls
2512-syrer,Syrer,2512-saur
2513-saurais,Saurais,2513-saurais
2514-sorgekummer,"Sorge, Kummer",2514-saurga
2515-sorgenbekummertsein,"sorgen, bekümmert sein",2515-saurgan
2516-syrerin,Syrerin,2516-saurini
2517-grund,Grund,2517-saua
2518-opfer,Opfer,2518-saus
2519-sei,sei,2519-sei
2520-seidona,Seidona*,2520-seidona
2521-seidoneis,Seidoneis*,2521-seidoneis
2522-seimon,Seimon,2522-seimon
2523-seina,Seina,2523-seina
2524-sich,sich,2524-sik
2525-selbstsuchtig,selbstsüchtig,2525-seinaigairnai
2526-seinihr,"sein, ihr",2526-seins
2527-taglich,täglich,2527-seiteins
2528-spat,spät,2528-seius
2529-tuchtigkeitgute,"Tüchtigkeit, Güte",2529-selei
2530-gutgutig,"gut, gütig",2530-sels
2531-sem,Sem,2531-sem
2532-se,Seþ*,2532-se
2533-sibakanei,sibakþanei,2533-sibakanei
2534-sippenverhaltnisverwandtschaft,"Sippenverhältnis, Verwandtschaft",2534-sibja
2535-sichmiteinemversohnen,sich mit einem  versöhnen,2535-gasibjon
2536-sieben,sieben,2536-sibun
2537-siebzig,siebzig,2537-sibuntehund
2538-uben,üben,2538-sidon
2539-sittegewohnheit,"Sitte, Gewohnheit",2539-sidus
2540-sichfreuenfrohlocken,"sich freuen, frohlocken",2540-sifan
2541-singenvorlesenrezitieren,"singen; vorlesen, rezitieren",2541-siggwan
2542-vorlesenrezitieren,"vorlesen, rezitieren",2542-ussiggwan
2543-sieg,Sieg,2543-sigis
2544-siegeslohn,Siegeslohn,2544-sigislaun
2545-einenmiteinemsiegelversehnihnsiegeln,"einen mit einem Siegel versehn, ihn siegeln",2545-sigljan
2546-versiegeln,versiegeln,2546-faursigljan
2547-besiegelnbestatigen,"besiegeln, bestätigen",2547-gasigljan
2548-siegel,Siegel,2548-sigljo
2549-sinken,sinken,2549-sigqan
2550-untersinken,untersinken,2550-dissiggqan
2551-versinkenuntergehn,"versinken, untergehn",2551-gasiggqan
2552-sihw,†sihw,2552-sihw
2553-sekel,Sekel,2553-sikls
2554-verstummen,verstummen,2554-anasilan
2555-selbst,selbst,2555-silba
2556-silvanus,Silvanus,2556-silbanus
2557-augenzeuge,Augenzeuge,2557-silbasiuneis
2558-freiwillig,freiwillig,2558-silbawiljis
2559-staunenverwunderung,"Staunen, Verwunderung",2559-sildaleik
2560-anstaunenbewundern,"anstaunen, bewundern",2560-sildaleikjan
2561-bewundertwerden,bewundert werden,2561-sildaleiknan
2562-erstaunlichwunderbar,"erstaunlich, wunderbar",2562-sildaleiks
2563-siloam,Siloam,2563-siloam
2564-silber,Silber,2564-silubr
2565-silbern,silbern,2565-silubreins
2566-einstvordem,"einst, vordem",2566-simle
2567-senf,Senf,2567-sinapis
2568-sineigs,sineigs,2568-sineigs
2569-deralteste,der Älteste,2569-sinista
2570-taglich,täglich,2570-sinteins
2571-immerallezeit,"immer, allezeit",2571-sinteino
2572-gang,Gang,2572-sins
2573-sion,Sion,2573-sion
2574-schulerjunger,"Schüler, Jünger",2574-siponeis
2575-jemandesschulersein,jemandes Schüler sein,2575-siponjan
2576-sitzen,sitzen,2576-sitan
2577-scheuenrucksichtnehmen,"scheuen, Rücksicht nehmen",2577-andsitan
2578-herumsitzenherumwohnen,"herumsitzen, herumwohnen",2578-bisitan
2579-nachbar,Nachbar,2579-bisitands
2580-ergreifen,ergreifen,2580-dissitan
2581-sichniedersetzenplatznehmen,"sich niedersetzen, Platz nehmen",2581-gasitan
2582-sichaufsetzensichaufrichten,"sich aufsetzen, sich aufrichten",2582-ussitan
2583-sitz,Sitz,2583-sitls
2584-nahen,nähen,2584-siujan
2585-siechenkranksein,"siechen, krank sein",2585-siukan
2586-krankheit,Krankheit,2586-siukei
2587-krankschwach,"krank, schwach",2587-siuks
2588-gesichtdassehensehkraftgestaltsinnfalligeerscheinungaugenscheingesichtvision,"Gesicht, das Sehen, Sehkraft; Gestalt, sinnfällige Erscheinung; Augenschein; Gesicht, Vision",2588-siuns
2589-schabenscheren,"schaben, scheren",2589-skaban
2590-schabenscheren,"schaben, scheren",2590-biskaban
2591-schatten,Schatten,2591-skadus
2592-uberschatten,überschatten,2592-ufarskadwjan
2593-sichbereitmachen,sich bereit machen,2593-skaftjan
2594-scheidentrennen,"scheiden, trennen",2594-skaidan
2595-absondernabtrennen,"absondern, abtrennen",2595-afskaidan
2596-zerteilen,zerteilen,2596-disskaidan
2597-sichzuruckziehn,sich zurückziehn,2597-gaskaidan
2598-geschiedenwerden,geschieden werden,2598-gaskaidnan
2599-schuldigseinsollen,"schuldig sein, sollen",2599-skal
2600-ziegel,Ziegel,2600-skalja
2601-knechtschaftdienstgottesdienst,"Knechtschaft, Dienst; Gottesdienst",2601-skalkinassus
2602-einemdienen,einem dienen,2602-skalkinon
2603-mitknechtseinmitdienen,"Mitknecht sein, mitdienen",2603-miskalkinon
2604-knechtdiener,"Knecht, Diener",2604-skalks
2605-sichschamen,sich schämen,2605-skaman
2606-beschamtwerden,beschämt werden,2606-gaskaman
2607-schande,Schande,2607-skanda
2608-erschaffen,erschaffen,2608-gaskapjan
2609-skariotau,Skariotau,2609-skariotau
2610-dasienuchternwerdenzurbesinnungkommenausdenschlingendesteufels,"daß sie nüchtern werden, zur Besinnung kommen aus den Schlingen des Teufels",2610-usskarjan
2611-wechsler,Wechsler,2611-skattja
2612-geldgeldstuckmine,"Geld, Geldstück; Mine",2612-skatts
2613-schadlich,schädlich,2613-skaaila
2614-schadenunrecht,"Schaden, Unrecht",2614-skais
2615-schaden,schaden,2615-skajan
2616-einemschadenzufugenin,einem Schaden zufügen in,2616-gaskajan
2617-schadlich,schädlich,2617-skauls
2618-riemen,Riemen,2618-skaudaraip
2619-anmutig,anmutig,2619-skauns
2620-skauneis,skauneis*,2620-skauneis
2621-skorpion,Skorpion,2621-skaurpjo
2622-zipfel,Zipfel,2622-skauta
2623-dasienuchternwerdenzurbesinnungkommenausdenschlingendesteufels,"daß sie nüchtern werden, zur Besinnung kommen aus den Schlingen des Teufels",2623-usskaujan
2624-leuchte,Leuchte,2624-skeimam
2625-scheinenleuchtenaufblitzen,"scheinen, leuchten; aufblitzen",2625-skeinan
2626-umleuchten,umleuchten,2626-biskeinan
2627-auslegungerklarung,"Auslegung, Erklärung",2627-skeireins
2628-erklaren,erklären,2628-gaskeirjan
2629-klardeutlich,"klar, deutlich",2629-skeirs
2630-wandern,wandern,2630-skewjan
2631-schild,Schild,2631-skildus
2632-fleischer,Fleischer,2632-skilja
2633-schilling,Schilling,2633-skilliggs
2634-schiff,Schiff,2634-skip
2635-verstoenvonsichwegstoen,"verstoßen, von sich wegstoßen",2635-afskiuban
2636-schuh,Schuh,2636-skohs
2637-bosergeistdamon,"böser Geist, Dämon",2637-skohsl
2638-etwzerreien,etw. zerreißen,2638-disskreitan
2639-zerreien,zerreißen,2639-disskritnan
2640-haupthaar,Haupthaar,2640-skufta
2641-spiegel,Spiegel,2641-skuggwa
2642-schuldnerderschuldige,"Schuldner, der Schuldige",2642-skula
2643-schuldigseinsollen,"schuldig sein, sollen",2643-skulan
2644-schauer,Schauer,2644-skura
2645-skwus,Skwþus,2645-skwus
2646-raufbold,Raufbold,2646-slahals
2647-schlagen,schlagen,2647-slahan
2648-abschlagen,abschlagen,2648-afslahan
2649-schlag,Schlag,2649-slahs
2650-schlichtglatteben,"schlicht; glatt, eben",2650-slaihts
2651-dasschlachten,das Schlachten,2651-slauhts
2652-abstreifenablegen,"abstreifen, ablegen",2652-afslaupjan
2653-inangstversetzen,in Angst versetzen,2653-afslaujan
2654-erschrecken,erschrecken,2654-afslaunan
2655-schweigen,schweigen,2655-slawan
2656-verstummen,verstummen,2656-anaslawan
2657-verstummen,verstummen,2657-gaslawan
2658-schaden,Schaden,2658-sleia
2659-gefahr,Gefahr,2659-sleiei
2660-beschadigen,beschädigen,2660-gasleijan
2661-schlimmgefahrlich,"schlimm, gefährlich",2661-sleis
2662-sleideis,sleideis*,2662-sleideis
2663-schlafen,schlafen,2663-slepan
2664-entschlummernentschlafen,"entschlummern, entschlafen",2664-anaslepan
2665-entschlummernentschlafen,"entschlummern, entschlafen",2665-gaslepan
2666-schlaf,Schlaf,2666-sleps
2667-verschlingenverschlucken,"verschlingen, verschlucken",2667-fraslindan
2668-schleichenschlupfen,"schleichen, schlüpfen",2668-sliupan
2669-einschleichen,einschleichen,2669-ufsliupan
2670-fett,Fett,2670-smairr
2671-feige,Feige,2671-smakka
2672-feigenbaum,Feigenbaum,2672-smakkabagms
2673-derkleinste,der Kleinste,2673-smalista
2674-mistkot,"Mist, Kot",2674-smarna
2675-bestreichen,bestreichen,2675-bismeitan
2676-aufstreichenauf,aufstreichen auf,2676-gasmeitan
2677-bewirken, bewirken,2677-gasmion
2678-myrrhe,Myrrhe,2678-smwrn
2679-gewandmantel,"Gewand, Mantel",2679-snaga
2680-schnee,Schnee,2680-snaiws
2681-anfassenanruhren,"anfassen, anrühren",2681-atsnarpjan
2682-schneidenernten,schneiden; ernten,2682-sneian
2683-afsneian,†af-sneiþan,2683-afsneian
2684-schlachten,schlachten,2684-ufsneian
2685-eilen,eilen,2685-sniumjan
2686-hineilenkommen,"hineilen, kommen",2686-gasniumjan
2687-eilends,eilends,2687-sniumundo
2688-eiliger,eiliger,2688-sniumundos
2689-eilen,eilen,2689-sniwan
2690-hinzueilen,hinzueilen,2690-duatsniwan
2691-zuvorkommen,zuvorkommen,2691-bisniwan
2692-vorangehn,vorangehn,2692-faurbisniwan
2693-vorwegnehmen,vorwegnehmen,2693-faursniwan
2694-ereilengelangenzu,"ereilen, gelangen zu",2694-gasniwan
2695-korb,Korb,2695-snorjo
2696-weisheit,Weisheit,2696-snutrei
2697-weise,weise,2697-snutrs
2698-derdieser,"der, dieser",2698-so
2699-forscher,Forscher,2699-sokareis
2700-dassuchen,das Suchen,2700-sokeins
2701-suchen,suchen,2701-sokjan
2702-aufsuchen,aufsuchen,2702-gasokjan
2703-mitdisputieren,mitdisputieren,2703-misokjan
2704-erforschen,erforschen,2704-ussokjan
2705-disputationstreitfragegrubelei,"Disputation, Streitfrage, Grübelei",2705-sokns
2706-soseipatrus,Soseipatrus,2706-soseipatrus
2707-sattigung,Sättigung,2707-soa
2708-ersattigen,ersättigen,2708-gasojan
2709-spaherordonnanz,"Späher, Ordonnanz",2709-spaikulatur
2710-speichel,Speichel,2710-spaiskuldra
2711-sperling,Sperling,2711-sparwa
2712-rennbahn,Rennbahn,2712-spaurds
2713-speien,speien,2713-speiwan
2714-entgegenspeien,entgegenspeien,2714-andspeiwan
2715-bespeien,bespeien,2715-bispeiwan
2716-ausspeien,ausspeien,2716-gaspeiwan
2717-spat,spät,2717-spediza
2718-derjungstetag,der jüngste Tag,2718-spedists
2719-spedumists,spedumists,2719-spedumists
2720-tafel,Tafel,2720-spilda
2721-sagefabel,"Sage, Fabel",2721-spill
2722-verkundiger,Verkündiger,2722-spilla
2723-kunden,künden,2723-spillon
2724-verkunden,verkünden,2724-gaspillon
2725-gutesfrohebotschaftkunden,"Gutes, frohe Botschaft künden",2725-iuspillon
2726-verkundenerzahlen,"verkünden, erzählen",2726-usspillon
2727-verkundenerzahlen,"verkünden, erzählen",2727-wailaspillon
2728-spinnen,spinnen,2728-spinnan
2729-schnellbald,"schnell, bald",2729-sprauto
2730-ausbinsenopalmblatterngeflochtenerkorb,aus Binsen o. Palmblättern geflochtener Korb,2730-spwreidans
2731-grundstoffeelemente,"Grundstoffe, Elemente",2731-stabeis
2732-stichaus,stich aus,2732-usstagg
2733-etwasanstoenan,etwas anstoßen an,2733-gastagqjan
2734-staifanus,Staifanus,2734-staifanus
2735-steigweg,"Steig, Weg",2735-staiga
2736-steinig,steinig,2736-stainahs
2737-steinern,steinern,2737-staineins
2738-steinigen,steinigen,2738-stainjan
2739-stein,Stein,2739-stains
2740-stern,Stern,2740-stairno
2741-dieunfruchtbare,die Unfruchtbare,2741-stairo
2742-malwundmal,"Mal, Wundmal",2742-staks
2743-einenversehnmit,einen versehn mit,2743-andstaldan
2744-erwerbenbekommen,"erwerben, bekommen",2744-gastaldan
2745-lallendstammelnd,"lallend, stammelnd",2745-stamms
2746-stehn,stehn,2746-standan
2747-abstehnablassenabfallen,"abstehn, ablassen, abfallen",2747-afstandan
2748-entgegenstehnwiderstehnwiderstreiten,"entgegenstehn, widerstehn, widerstreiten",2748-andstandan
2749-dabeistehn,dabei stehn,2749-atstandan
2750-herumstehnumringen,"herumstehn, umringen",2750-bistandan
2751-vorsteher,Vorsteher,2751-faurastandan
2752-stehnbleibenhaltmachen,"stehn bleiben, halt machen",2752-gastandan
2753-dadertagbevorsteht,daß der Tag bevorsteht,2753-instandan
2754-zusammenstehnmit,zusammenstehn mit,2754-mistandan
2755-sichtrennenabschiednehmenvon,"sich trennen, Abschied nehmen von",2755-twisstandan
2756-sicherhebenaufbrechenauferstehn,"sich erheben, aufbrechen, auferstehn",2756-usstandan
2757-ufergestade,"Ufer, Gestade",2757-staa
2758-statteortraumplatz,"Stätte, Ort ; Raum, Platz",2758-stas
2759-gerichturteilstreitsache,"Gericht, Urteil, Streitsache",2759-staua
2760-richter,Richter,2760-staua
2761-richterstuhl,Richterstuhl,2761-stauastols
2762-vertrocknen,vertrocknen,2762-gastaurknan
2763-siebezeigtenihrunwillen,sie bezeigten ihr Unwillen,2763-andstaurran
2764-stoenan,stoßen an,2764-stautan
2765-steigen,steigen,2765-steigan
2766-hinabsteigen,hinabsteigen,2766-atsteigan
2767-hineinsteigen,hineinsteigen,2767-gasteigan
2768-daruberemporsteigen,darüber empor steigen,2768-ufarsteigan
2769-emporsteigen,emporsteigen,2769-ussteigan
2770-stimme,Stimme,2770-stibna
2771-stichaus,stich aus,2771-usstigg
2772-stoen,stoßen,2772-stigqan
2773-anstoenan,anstoßen an,2773-bistigqan
2774-anstoen,anstoßen,2774-gastiggqan
2775-becherkelch,"Becher, Kelch",2775-stikls
2776-stichpunkt,"Stich, Punkt",2776-stiks
2777-stehlen,stehlen,2777-stilan
2778-stierkalb,"Stier, Kalb",2778-stiur
2779-aufstellengeltendmachen,"aufstellen, geltend machen",2779-stiurjan
2780-geduldgeduldigesertragen,"Geduld, geduldiges Ertragen",2780-stiwiti
2781-anfangenanheben,"anfangen, anheben",2781-anastodjan
2782-anfangenanheben,"anfangen, anheben",2782-dustodjan
2783-stojan,stojan,2783-stojan
2784-einurteilabgebenuberurteilen,ein Urteil abgeben über urteilen,2784-gastojan
2785-stuhlthron,"Stuhl, Thron",2785-stols
2786-wesengegenstandzuversichterwartung,"Wesen, Gegenstand, Zuversicht, Erwartung",2786-stomin
2787-aufrechterhalten,aufrecht erhalten,2787-gastoan
2788-streuen,streuen,2788-straujan
2789-bestreuen,bestreuen,2789-gastraujan
2790-darunterstreuenunterbreiten,"darunterstreuen, únterbreiten",2790-ufstraujan
2791-strich,Strich,2791-striks
2792-staub,Staub,2792-stubjus
2793-sohle,Sohle,2793-sulja
2794-dasfundamentlegenbegrunden,"das Fundament legen, begründen",2794-gasuljan
2795-teilsteilsteils,teils __ teils __ teils,2795-suman
2796-irgendeinereingewisserjemandeiner,"irgend einer, ein gewisser, jemand, einer",2796-sums
2797-abgesondertbesondersallein,"abgesondert, besonders, allein",2797-sundro
2798-wahrheit,Wahrheit,2798-sunja
2799-sunjaifrias,Sunjaifriþas,2799-sunjaifrias
2800-wahrwahrhaft,"wahr, wahrhaft",2800-sunjeins
2801-wahrhaft,wahrhaft,2801-sunjis
2802-entschuldigen,entschuldigen,2802-sunjon
2803-rechtfertigen,rechtfertigen,2803-gasunjon
2804-verteidigung,Verteidigung,2804-sunjons
2805-sonne,Sonne,2805-sunno
2806-alsbaldplotzlichaufeinmal,"alsbald, plötzlich, auf einmal",2806-suns
2807-sogleich,sogleich,2807-sunsaiw
2808-sobaldals,sobald als,2808-sunsei
2809-sohn,Sohn,2809-sunus
2810-wurzen,würzen,2810-supon
2811-wurzen,würzen,2811-gasupon
2812-wegendeinesmagens,wegen deines Magens,2812-suqnis
2813-susanna,Susanna,2813-susanna
2814-nachgiebigmild,"nachgiebig, mild",2814-sutis
2815-kitzeln,kitzeln,2815-sujan
2816-sujon,suþjon,2816-sujon
2817-so,so,2817-swa
2818-sodadaheralso,"so daß, daher, also",2818-swaei
2819-schwankendmachen,schwankend machen,2819-afswaggwjan
2820-so,so ,2820-swah
2821-schwiegervater,Schwiegervater,2821-swaihra
2822-schwiegermutter,Schwiegermutter,2822-swaihro
2823-abwischenausloschen,"abwischen, auslöschen",2823-afswairban
2824-abwischenabtrocknenmit,"abwischen, abtrocknen mit",2824-biswairban
2825-sogro,so groß,2825-swalaus
2826-sobeschaffeneinsolcher,"so beschaffen, ein solcher",2826-swaleiks
2827-schwamm,Schwamm,2827-swamm
2828-schworen,schwören,2828-swaran
2829-beschworen,beschwören,2829-biswaran
2830-falschschworen,falsch schwören,2830-ufarswaran
2831-ohnegrundvergebensumsonst,"ohne Grund, vergebens, umsonst",2831-sware
2832-tinte,Tinte,2832-swartiza
2833-swartizla,swartizla,2833-swartizla
2834-schwarz,schwarz,2834-swarts
2835-sowiegleichwiewie,"sowie, gleichwie, wie",2835-swaswe
2836-sonun,so nun,2836-swaan
2837-so,so,2837-swau
2838-wie,wie,2838-swe
2839-jubelfrohlocken,"Jubel, Frohlocken",2839-swegnia
2840-jubelntriumphieren,"jubeln, triumphieren",2840-swegnjan
2841-ablassen,ablassen,2841-sweiban
2842-schwein,Schwein,2842-swein
2843-ehren,ehren,2843-sweran
2844-verherrlichen,verherrlichen,2844-gasweran
2845-verunehrenbeschimpfen,"verunehren, beschimpfen",2845-unsweran
2846-ehre,Ehre,2846-sweria
2847-geehrtgeachtet,"geehrt, geachtet",2847-swers
2848-eigenangehorig,"eigen, angehörig",2848-swes
2849-eigentumvermogen,"Eigentum, Vermögen",2849-swes
2850-dochzwarwenigstens,"doch zwar, wenigstens",2850-sweauh
2851-schwefel,Schwefel,2851-swibla
2852-flotenspieler,Flötenspieler,2852-swiglja
2853-floteblasenaufspielen,"Flöte blasen, aufspielen",2853-swiglon
2854-jubelfrohlocken,"Jubel, Frohlocken",2854-swigniaswignjan
2855-reinheitkeuschheit,"Reinheit, Keuschheit",2855-swiknei
2856-reinigung,Reinigung,2856-swikneins
2857-reinheitkeuschheit,"Reinheit, Keuschheit",2857-swiknia
2858-reinunschuldigunstraflich,"rein, unschuldig; unsträflich",2858-swikns
2859-etwbekanntgeben,etw. bekannt geben,2859-gaswikunjan
