ID,Language_ID,Headword,Part_Of_Speech
1571-inkilo,Gothic,inkilþo,"Noun, common, feminine"
1572-inkunja,Gothic,inkunja*,"Noun, common, masculine"
1573-inmaideins,Gothic,inmaideins,"Noun, common, feminine"
1574-inn,Gothic,inn,"Adverb, directional"
1575-inna,Gothic,inna,"Adverb, locative"
1576-innakunds,Gothic,innakunds,Adjective
1577-innana,Gothic,innana,"Adverb, directional"
1578-innatgahts,Gothic,innatgāhts*,"Noun, common, feminine"
1579-innaro,Gothic,innaþro,"Adverb, directional"
1580-inniujia,Gothic,inniujiþa,"Noun, common, feminine"
1581-innuma,Gothic,innuma,"Adjective, Comparative"
1582-insahts,Gothic,insahts,"Noun, common, feminine"
1583-inuh,Gothic,inuh,"Preposition, +A"
1584-inuhinu,Gothic,"in-uh, in-uþ-",<none>
1585-inwindia,Gothic,inwindiþa,"Noun, common, feminine"
1586-inwinds,Gothic,inwinds,Adjective
1587-inwitos,Gothic,[inwitoþs],Adjective
1588-ioanan,Gothic,Ioanan,"Noun, proper"
1589-ioda,Gothic,Ioda,"Noun, proper"
1590-iohanna,Gothic,Iohanna,"Noun, proper"
1591-iohanna,Gothic,Iohanna,"Noun, proper"
1592-iohannes,Gothic,Iohannes,"Noun, proper"
1593-iora,Gothic,Iora,"Noun, proper"
1594-ioreim,Gothic,Ioreim,"Noun, proper"
1595-iosef,Gothic,Iosef,"Noun, proper"
1596-iosezis,Gothic,Iosezis,"Noun, proper"
1597-ismsifitan,Gothic,"is M, si F, ita N","Pronoun, personal"
1598-isak,Gothic,Isak,"Noun, proper"
1599-iskariotes,Gothic,Iskariotes,"Noun, proper"
1600-israel,Gothic,Israel,"Noun, proper"
1601-israeleites,Gothic,Israeleites,"Noun, proper"
1602-itan,Gothic,itan,Verb
1603-fraitan,Gothic,fra-ïtan,Verb
1604-ituraia,Gothic,Ituraia,"Noun, proper"
1605-i,Gothic,iþ,Conjunction
1606-iudaia,Gothic,Iudaia,"Noun, proper"
1607-iudaialand,Gothic,Iudaialand,"Noun, common, neuter"
1608-iudaius,Gothic,Iudaius,"Noun, proper"
1609-judaius,Gothic,Judaius,<none>
1610-iudaiwisko,Gothic,iudaiwisko,Adverb
1611-iudaiwiskon,Gothic,iudaiwiskon,Verb
1612-iudas,Gothic,Iudas,"Noun, proper"
1613-iumjo,Gothic,iumjo,"Noun, common, feminine"
1614-iup,Gothic,iup,"Adverb, directional"
1615-iupa,Gothic,iupa,"Adverb, locative"
1616-iupana,Gothic,iupana,Adverb
1617-iuparo,Gothic,iupaþro,"Adverb, directional"
1618-iuse,Gothic,Iuse,<none>
1619-iusila,Gothic,iusila,"Noun, common, feminine"
1620-iusiza,Gothic,iusiza,"Adjective, Comparative"
1621-izei,Gothic,izei,Unassigned
1622-ize,Gothic,ize,<none>
1623-izwar,Gothic,izwar,"Pronoun, possesive"
1624-izwizei,Gothic,izwizei,"Pronoun, personal, relative"
1625-ja,Gothic,ja,Unassigned
1626-jabai,Gothic,jabai,Unassigned
1627-jaeirus,Gothic,Jaeirus,<none>
1628-jah,Gothic,jah,Unassigned
1629-jai,Gothic,jai,Unassigned
1630-jainar,Gothic,jainar,"Adverb, locative"
1631-jaind,Gothic,jaind,"Adverb, directional"
1632-jaindre,Gothic,jaindre,"Adverb, directional"
1633-jaindwairs,Gothic,jaindwairþs,Adjective
1634-jains,Gothic,jains,"Pronoun, demonstrative"
1635-jainro,Gothic,jainþro,"Adverb, directional"
1636-jairupulai,Gothic,Jairupulai,"Noun, proper"
1637-janna,Gothic,Janna,"Noun, proper"
1638-jannes,Gothic,Jannes,"Noun, proper"
1639-jae,Gothic,jaþþe,Conjunction
1640-jau,Gothic,jau,Unassigned
1641-jaurdanau,Gothic,Jaurdanau,<none>
1642-jer,Gothic,jer,"Noun, common, neuter"
1643-jiuka,Gothic,jiuka,"Noun, common, feminine"
1644-jiukan,Gothic,jiukan,Verb
1645-gajiukan,Gothic,ga-jiukan,Verb
1646-jiuleis,Gothic,Jiuleis,Unassigned
1647-jota,Gothic,jota,"Noun, common, masculine"
1648-ju,Gothic,ju,"Adverb, temporal"
1649-judaiwisks,Gothic,judaiwisks,Adjective
1650-judaius,Gothic,Judaius,<none>
1651-judas,Gothic,Judas,<none>
1652-juggs,Gothic,juggs,Adjective
1653-juk,Gothic,juk,"Noun, common, neuter"
1654-jukuzi,Gothic,jukuzi*,"Noun, common, feminine"
1655-junda,Gothic,junda,"Noun, common, feminine"
1656-jus,Gothic,jūs,"Pronoun, personal"
1657-justus,Gothic,Justus,"Noun, proper"
1658-juan,Gothic,juþan,Adverb
1659-juzei,Gothic,jūzei,"Pronoun, personal, relative"
1660-kaballarja,Gothic,Kaballarja,"Noun, proper"
1661-kaeinan,Gothic,Kaeinan,"Noun, proper"
1662-kafarnaum,Gothic,Kafarnaum,"Noun, proper"
1663-kaidmeiel,Gothic,Kaidmeiel,"Noun, proper"
1664-kaidron,Gothic,Kaidron,"Noun, proper"
1665-kaisar,Gothic,kaisar*,"Noun, common, masculine"
1666-kaisaragild,Gothic,kaisaragild,"Noun, common, neuter"
1667-kaisaria,Gothic,Kaisaria,"Noun, proper"
1668-kajafa,Gothic,Kajafa,"Noun, proper"
1669-kalbo,Gothic,kalbo,"Noun, common, feminine"
1670-kalds,Gothic,kalds,Adjective
1671-kalkinassus,Gothic,kalkinassus,"Noun, common, masculine"
1672-kalkjom,Gothic,kalkjom,"Noun, common, feminine"
1673-kananeites,Gothic,Kananeites*,"Noun, proper"
1674-kann,Gothic,kann,<none>
1675-kannjan,Gothic,kannjan,Verb
1676-gakannjan,Gothic,ga-kannjan,Verb
1677-uskannjan,Gothic,us-kannjan,Verb
1678-kapillon,Gothic,kapillon,Verb
1679-kara,Gothic,kara,"Noun, common, feminine"
1680-kareiaiareim,Gothic,[Kareiaþiareim],"Noun, proper"
1681-karkara,Gothic,karkara,"Noun, common, feminine"
1682-karon,Gothic,karon,Verb
1683-gakaron,Gothic,ga-karon,Verb
1684-karpus,Gothic,Karpus,"Noun, proper"
1685-kas,Gothic,kas,"Noun, common, neuter"
1686-kasja,Gothic,kasja,"Noun, common, masculine"
1687-katile,Gothic,katile,"Noun, common, masculine"
1688-kaulaussaium,Gothic,Kaulaussaium,"Noun, proper"
1689-kaupatjan,Gothic,kaupatjan,Verb
1690-kaupon,Gothic,kaupon,Verb
1691-kaurazein,Gothic,Kaurazein,"Noun, proper"
1692-kaurban,Gothic,kaurban,Foreign word
1693-kaurbaunan,Gothic,[kaurbaunan],"Noun, common"
1694-kaurei,Gothic,kaurei*,"Noun, common, feminine"
1695-kaurinius,Gothic,Kaurinþius,"Noun, proper"
1696-kaurinon,Gothic,Kaurinþon,"Noun, proper"
1697-kauria,Gothic,kauriþa,"Noun, common, feminine"
1698-kaurjan,Gothic,kaurjan,Verb
1699-anakaurjan,Gothic,ana-kaurjan,Verb
1700-mikaurjan,Gothic,miþ-kaurjan,Verb
1701-kaurjos,Gothic,kaurjos,Adjective
1702-kaurn,Gothic,kaurn,"Noun, common, neuter"
1703-kaurno,Gothic,kaurno,"Noun, common, neuter"
1704-kausjan,Gothic,kausjan,Verb
1705-gakausjan,Gothic,ga-kausjan,Verb
1706-kawtsjo,Gothic,kawtsjo,Foreign word
1707-kefas,Gothic,Kefas,"Noun, proper"
1708-keinan,Gothic,keinan,Verb
1709-uskeinan,Gothic,us-keinan,Verb
1710-miuskeinan,Gothic,miþ-uskeinan,Verb
1711-kelikn,Gothic,kelikn,"Noun, common, neuter"
1712-kileikia,Gothic,Kileikia*,"Noun, proper"
1713-kilei,Gothic,kilþei,"Noun, common, feminine"
1714-kindins,Gothic,kindins,"Noun, common, masculine"
1715-kinnus,Gothic,kinnus,"Noun, common, feminine"
1716-kintus,Gothic,kintus,"Noun, common, masculine"
1717-kiusan,Gothic,kiusan,Verb
1718-gakiusan,Gothic,ga-kiusan,Verb
1719-uskiusan,Gothic,us-kiusan,Verb
1720-klemaintau,Gothic,Klemaintau,"Noun, proper"
1721-klaimaintau,Gothic,Klaimaintau,<none>
1722-klismjan,Gothic,klismjan,Verb
1723-klismo,Gothic,klismo,"Noun, common, feminine"
1724-kniu,Gothic,kniu*,"Noun, common, neuter"
1725-knodai,Gothic,knodai,"Noun, common, feminine"
1726-knussjan,Gothic,knussjan,Verb
1727-kosam,Gothic,Kosam,"Noun, proper"
1728-kreks,Gothic,Kreks,"Noun, common, masculine"
1729-kreskus,Gothic,[Kreskus],"Noun, proper"
1730-kretai,Gothic,Kretai,"Noun, proper"
1731-kretes,Gothic,Kretes,"Noun, proper"
1732-krispus,Gothic,Krispus,"Noun, proper"
1733-kriustan,Gothic,kriustan,Verb
1734-gakroton,Gothic,ga-kroton,Verb
1735-krusts,Gothic,krusts,"Noun, common"
1736-kubitus,Gothic,kubitus,"Noun, common, masculine"
1737-kukjan,Gothic,kukjan,Verb
1738-bikukjan,Gothic,bi-kukjan,Verb
1739-anakumbjan,Gothic,ana-kumbjan,Verb
1740-kumei,Gothic,kumei,Foreign word
1741-kunawida,Gothic,kunawida*,"Noun, common, feminine"
1742-kuni,Gothic,kuni,"Noun, common, neuter"
1743-kunnan,Gothic,kunnan,Verb
1744-frakunnan,Gothic,fra-kunnan,Verb
1745-gakunnan,Gothic,ga-kunnan,Verb
1746-kunnan,Gothic,-kunnan,Verb
1747-anakunnan,Gothic,ana-kunnan,Verb
1748-atkunnan,Gothic,at-kunnan,Verb
1749-gakunnan,Gothic,ga-kunnan,Verb
1750-ufkunnan,Gothic,uf-kunnan,Verb
1751-kuni,Gothic,kunþi,"Noun, common, neuter"
1752-kuns,Gothic,kunþs,Adjective
1753-kusa,Gothic,Kusa,"Noun, proper"
1754-kustanteinus,Gothic,Kustanteinus,"Noun, proper"
1755-kustus,Gothic,kustus,"Noun, common, masculine"
1756-kwreinaius,Gothic,Kwreinaius,"Noun, proper"
1757-kwreinaius,Gothic,Kwreinaius,"Noun, proper"
1758-laggamodei,Gothic,laggamodei,"Noun, common, feminine"
1759-laggei,Gothic,laggei,"Noun, common, feminine"
1760-laggs,Gothic,laggs,Adjective
1761-lagjan,Gothic,lagjan,Verb
1762-aflagjan,Gothic,af-lagjan,Verb
1763-analagjan,Gothic,ana-lagjan,Verb
1764-atlagjan,Gothic,at-lagjan,Verb
1765-faurlagjan,Gothic,faur-lagjan,Verb
1766-galagjan,Gothic,ga-lagjan,Verb
1767-ufarlagjan,Gothic,ufar-lagjan,Verb
1768-uslagjan,Gothic,us-lagjan,Verb
1769-laian,Gothic,laian*,Verb
1770-lauan,Gothic,lauan*,<none>
1771-laiba,Gothic,laiba,"Noun, common, feminine"
1772-bilaibjan,Gothic,bi-laibjan,Verb
1773-bilaif,Gothic,bilaif,<none>
1774-laigaion,Gothic,laigaion,Foreign word
1775-bilaigon,Gothic,bi-laigon,Verb
1776-laikan,Gothic,laikan,Verb
1777-bilaikan,Gothic,bi-laikan,Verb
1778-laiks,Gothic,laiks,"Noun, common, masculine"
1779-laiktjo,Gothic,laiktjo,Foreign word
1780-lais,Gothic,lais,Verb
1781-laisareis,Gothic,laisareis,"Noun, common, masculine"
1782-laiseigs,Gothic,laiseigs,Adjective
1783-laiseins,Gothic,laiseins,"Noun, common, feminine"
1784-laisjan,Gothic,laisjan,Verb
1785-galaisjan,Gothic,ga-laisjan,Verb
1786-uslaisjan,Gothic,us-laisjan,Verb
1787-laistjan,Gothic,laistjan,Verb
1788-afarlaistjan,Gothic,afar-laistjan,Verb
1789-galaistjan,Gothic,ga-laistjan,Verb
1790-laists,Gothic,laists,"Noun, common, masculine"
1791-laiwweis,Gothic,Laiwweis,"Noun, proper"
1792-laiwweiteis,Gothic,Laiwweiteis,"Noun, common"
1793-lamaik,Gothic,Lamaik,"Noun, proper"
1794-lamb,Gothic,lamb,"Noun, common, neuter"
1795-land,Gothic,land,"Noun, common, neuter"
1796-lasiws,Gothic,lasiws,Adjective
1797-latei,Gothic,latei,"Noun, common, feminine"
1798-latjan,Gothic,latjan,Verb
1799-analatjan,Gothic,ana-latjan,Verb
1800-galatjan,Gothic,ga-latjan,Verb
1801-lats,Gothic,lats,Adjective
1802-laaleiko,Gothic,laþaleiko,Adverb
1803-laon,Gothic,laþon,Verb
1804-atlaon,Gothic,at-laþon,Verb
1805-galaon,Gothic,ga-laþon,Verb
1806-laons,Gothic,laþons,"Noun, common, feminine"
1807-lauan,Gothic,lauan*,<none>
1808-galaubjan,Gothic,ga-laubjan,Verb
1809-uslaubjan,Gothic,us-laubjan,Verb
1810-laudeikaia,Gothic,Laudeikaia*,"Noun, proper"
1811-laudi,Gothic,laudi,"Noun, common, feminine"
1812-laufs,Gothic,laufs,"Noun, common, masculine"
1813-laugnjan,Gothic,laugnjan,Verb
1814-galaugnjan,Gothic,ga-laugnjan,Verb
1815-lauhatjan,Gothic,lauhatjan,Verb
1816-lauhmuni,Gothic,lauhmuni*,"Noun, common, feminine"
1817-lauidjai,Gothic,Lauidjai,"Noun, proper"
1818-laun,Gothic,laun,"Noun, common, neuter"
1819-launawargs,Gothic,launawargs*,Adjective
1820-laus,Gothic,laus,Adjective
1821-lausawaurdei,Gothic,lausawaurdei,"Noun, common, feminine"
1822-lausawaurdi,Gothic,lausawaurdi,"Noun, common, neuter"
1823-lausawaurds,Gothic,lausawaurds,Adjective
1824-laushandja,Gothic,laushandja,Adjective
1825-lausjan,Gothic,lausjan,Verb
1826-galausjan,Gothic,ga-lausjan,Verb
1827-uslausjan,Gothic,us-lausjan,Verb
1828-lausqirei,Gothic,lausqiþrei,"Noun, common, feminine"
1829-lausqirs,Gothic,lausqiþrs*,Adjective
1830-lazarus,Gothic,Lazarus,"Noun, proper"
1831-bileiban,Gothic,bi-leiban*,Verb
1832-leihts,Gothic,leihts,Adjective
1833-leian,Gothic,leiƕan,Verb
1834-leik,Gothic,leik,"Noun, common, neuter"
1835-leikains,Gothic,leikains,"Noun, common, feminine"
1836-leikan,Gothic,leikan,Verb
1837-galeikan,Gothic,ga-leikan,Verb
1838-fauragaleikan,Gothic,faura-galeikan,Verb
1839-leikeins,Gothic,leikeins,Adjective
1840-leikeisleikinassusleikinon,Gothic,"leikeis, leikinassus, leikinon",<none>
1841-sildaleikjansildaleiknan,Gothic,"silda-leikjan, silda-leiknan",<none>
1842-galeikon,Gothic,gáleikon,Verb
1843-gagaleikon,Gothic,ga-gáleikon,Verb
1844-ingaleikon,Gothic,in-gáleikon,Verb
1845-migaleikon,Gothic,miþ-gáleikon,Verb
1846-airhgaleikon,Gothic,þairh-gáleikon,Verb
1847-lein,Gothic,lein,"Noun, common, neuter"
1848-leitan,Gothic,leitan,<none>
1849-leitils,Gothic,leitils,Adjective
1850-afleian,Gothic,af-leiþan,Verb
1851-bileian,Gothic,bi-leiþan,Verb
1852-galeian,Gothic,ga-leiþan,Verb
1853-inngaleian,Gothic,inn-galeiþan,Verb
1854-miinngaleian,Gothic,miþ-inngaleiþan,Verb
1855-hindarleian,Gothic,hindar-leiþan,Verb
1856-airhleian,Gothic,þairh-leiþan,Verb
1857-ufarleian,Gothic,ufar-leiþan,Verb
1858-usleian,Gothic,us-leiþan,Verb
1859-leiu,Gothic,leiþu,"Noun, common"
1860-lekeis,Gothic,lekeis,"Noun, common, masculine"
1861-lekinassus,Gothic,lekinassus*,"Noun, common, masculine"
1862-lekinon,Gothic,lekinon,Verb
1863-galeikinon,Gothic,ga-leikinon,Verb
1864-letan,Gothic,letan,Verb
1865-afletan,Gothic,af-letan,Verb
1866-fraletan,Gothic,fra-letan,Verb
1867-usletan,Gothic,us-letan,Verb
1868-andletnan,Gothic,and-letnan,Verb
1869-lew,Gothic,lew,"Noun, common"
1870-lewjan,Gothic,lewjan,Verb
1871-fralewjan,Gothic,fra-lewjan,Verb
1872-galewjan,Gothic,ga-lewjan,Verb
1873-libains,Gothic,libains,"Noun, common, feminine"
1874-liban,Gothic,liban,Verb
1875-miliban,Gothic,miþ-liban,Verb
1876-aflifnan,Gothic,af-lifnan,Verb
1877-ligan,Gothic,ligan,Verb
1878-atligan,Gothic,at-ligan,Verb
1879-ufligan,Gothic,uf-ligan,Verb
1880-ligrs,Gothic,ligrs,"Noun, common, masculine"
1881-lima,Gothic,lima,Foreign word
1882-aflinnan,Gothic,af-linnan,Verb
1883-lisan,Gothic,lisan,Verb
1884-galisan,Gothic,ga-lisan,Verb
1885-listeigs,Gothic,listeigs,Adjective
1886-lists,Gothic,lists,"Noun, common"
1887-litai,Gothic,litai,"Noun, common, feminine"
1888-liteins,Gothic,liteins,"Noun, common, feminine"
1889-militjan,Gothic,miþ-litjan,Verb
1890-lius,Gothic,liþus,"Noun, common, masculine"
1891-liubaleiks,Gothic,liubaleiks,Adjective
1892-liudan,Gothic,liudan,Verb
1893-awiliudon,Gothic,awi-liudon,<none>
1894-liufs,Gothic,liufs*,Adjective
1895-liuga,Gothic,liuga,"Noun, common, feminine"
1896-liugan,Gothic,liugan,Verb
1897-galiugan,Gothic,ga-liugan,Verb
1898-liugan,Gothic,liugan,Verb
1899-liugn,Gothic,liugn,"Noun, common"
1900-liugnapraufetus,Gothic,liugnapraufetus*,"Noun, common, masculine"
1901-liugnawaurds,Gothic,liugnawaurds,Adjective
1902-liugnja,Gothic,liugnja,"Noun, common, masculine"
1903-liuhadei,Gothic,liuhadei*,"Noun, common, feminine"
1904-liuhadeins,Gothic,liuhadeins,"Noun, common, feminine"
1905-liuhadeins,Gothic,liuhadeins*,Adjective
1906-liuha,Gothic,liuhaþ,"Noun, common, neuter"
1907-liuhtjan,Gothic,liuhtjan,Verb
1908-galiuhtjan,Gothic,ga-liuhtjan,Verb
1909-inliuhtjan,Gothic,in-liuhtjan,Verb
1910-fraliusan,Gothic,fra-liusan,Verb
1911-liutei,Gothic,liutei,"Noun, common, feminine"
1912-liuts,Gothic,liuts,Adjective
1913-liuareis,Gothic,liuþareis,"Noun, common, masculine"
1914-liuon,Gothic,liuþon,Verb
1915-lofa,Gothic,lofa*,"Noun, common, masculine"
1916-lo,Gothic,Loþ*,"Noun, proper"
1917-lubains,Gothic,lubains,"Noun, common, feminine"
1918-lubjaleis,Gothic,lubjaleis,Adjective
1919-lubjaleisei,Gothic,lubjaleisei,"Noun, common, feminine"
1920-ludja,Gothic,ludja*,"Noun, common, feminine"
1921-luftu,Gothic,luftu,"Noun, common"
1922-galukan,Gothic,ga-lūkan,Verb
1923-uslukan,Gothic,us-lukan,Verb
1924-lukarn,Gothic,lukarn,"Noun, common, neuter"
1925-lukarnastaa,Gothic,lukarnastaþa,"Noun, common, masculine"
1926-lukas,Gothic,Lukas,"Noun, proper"
1927-lukius,Gothic,Lukius,"Noun, proper"
1928-galuknan,Gothic,ga-luknan,Verb
1929-usluknan,Gothic,us-luknan,Verb
1930-lun,Gothic,lun,"Noun, common"
1931-fralusnan,Gothic,fra-lusnan,Verb
1932-luston,Gothic,luston,Verb
1933-lustus,Gothic,lustus,"Noun, common, masculine"
1934-lustusama,Gothic,lustusama,Adjective
1935-luton,Gothic,luton,Verb
1936-usluton,Gothic,us-luton,Verb
1937-lwddomaeis,Gothic,Lwddomaeis,"Noun, proper"
1938-lwsanius,Gothic,Lwsanius*,"Noun, proper"
1939-lwstrws,Gothic,Lwstrws,"Noun, proper"
1940-maeinan,Gothic,Maeinan*,"Noun, proper"
1941-magan,Gothic,magan*,Verb
1942-gamagan,Gothic,ga-magan*,Verb
1943-magaei,Gothic,magaþei,"Noun, common, feminine"
1944-magas,Gothic,magaþs*,"Noun, common, feminine"
1945-magdalan,Gothic,Magdalan,"Noun, proper"
1946-magdalene,Gothic,Magdalene,"Noun, proper"
1947-magula,Gothic,magula,"Noun, common, masculine"
1948-magus,Gothic,magus,"Noun, common, masculine"
1949-maha,Gothic,Mahaþ*,"Noun, proper"
1950-mahteigs,Gothic,mahteigs,Adjective
1951-anamahtjan,Gothic,ana-mahtjan,Verb
1952-mahts,Gothic,mahts,<none>
1953-mahts,Gothic,mahts,"Noun, common, feminine"
1954-maidjan,Gothic,maidjan,Verb
1955-inmaidjan,Gothic,in-maidjan,Verb
1956-maihstus,Gothic,maihstus,"Noun, common, masculine"
1957-mailaian,Gothic,Mailaian*,"Noun, proper"
1958-maile,Gothic,maile,"Noun, common"
1959-mailkei,Gothic,Mailkei*,"Noun, proper"
1960-maimbrana,Gothic,maimbrana,"Noun, common, masculine"
1961-gamainjan,Gothic,gámainjan,Verb
1962-gagamainjan,Gothic,ga-gámainjan,Verb
1963-mais,Gothic,mais,"Adverb, Comparative"
1964-maisaullam,Gothic,Maisaullam*,"Noun, proper"
1965-maists,Gothic,maists,"Adverb, Superlative"
1966-maist,Gothic,maist,"Adverb, Comparative"
1967-maitan,Gothic,maitan,Verb
1968-afmaitan,Gothic,af-maitan,Verb
1969-bimaitan,Gothic,bi-maitan,Verb
1970-gamaitan,Gothic,ga-maitan,Verb
1971-usmaitan,Gothic,us-maitan,Verb
1972-maims,Gothic,maiþms,"Noun, common"
1973-maiza,Gothic,maiza,"Adjective, Comparative"
1974-makeibis,Gothic,Makeibis,"Noun, proper"
1975-makidoneis,Gothic,Makidoneis,"Noun, proper"
1976-makidonja,Gothic,Makidonja,"Noun, proper"
1977-makmas,Gothic,Makmas,"Noun, proper"
1978-malan,Gothic,malan,Verb
1979-malailaiel,Gothic,[Malailaiel],"Noun, proper"
1980-malkus,Gothic,Malkus,"Noun, proper"
1981-malma,Gothic,malma,"Noun, common, masculine"
1982-malo,Gothic,malo,"Noun, common"
1983-gamalwjan,Gothic,ga-malwjan,Verb
1984-mambres,Gothic,Mambres,"Noun, proper"
1985-mammo,Gothic,mammo,"Noun, common, feminine"
1986-mammona,Gothic,mammona*,"Noun, common"
1987-bimampjan,Gothic,bi-mampjan,Verb
1988-man,Gothic,man,<none>
1989-managdus,Gothic,managdūþs,"Noun, common, feminine"
1990-managei,Gothic,managei,"Noun, common, feminine"
1991-managfals,Gothic,managfalþs,Adjective
1992-managjan,Gothic,managjan,Verb
1993-managnan,Gothic,managnan,Verb
1994-usmanagnan,Gothic,us-managnan,Verb
1995-manags,Gothic,manags,Adjective
1996-manamaurrja,Gothic,manamaurþrja,"Noun, common, masculine"
1997-manases,Gothic,manaseþs,"Noun, common, feminine"
1998-manaulja,Gothic,manaulja,"Noun, common"
1999-manleika,Gothic,manleika,"Noun, common, masculine"
2000-manna,Gothic,manna,"Noun, common"
2001-manna,Gothic,manna,"Noun, common, masculine"
2002-mannahun,Gothic,mannahun,"Pronoun, indefinite"
2003-manniskodus,Gothic,manniskodus,"Noun, common, masculine"
2004-mannisks,Gothic,mannisks,Adjective
2005-manwia,Gothic,manwiþa,"Noun, common, feminine"
2006-manwjan,Gothic,manwjan,Verb
2007-fauramanwjan,Gothic,faura-manwjan,Verb
2008-gamanwjan,Gothic,ga-manwjan,Verb
2009-fauragamanwjan,Gothic,faura-gamanwjan,Verb
2010-manwus,Gothic,manwus,Adjective
2011-maranaa,Gothic,maran aþa,Foreign word
2012-marei,Gothic,marei,"Noun, common, feminine"
2013-maria,Gothic,Maria,<none>
2014-marikreitum,Gothic,marikreitum,"Noun, common"
2015-marisaiws,Gothic,marisaiws*,"Noun, common, masculine"
2016-marja,Gothic,Marja,"Noun, proper"
2017-marka,Gothic,marka,"Noun, common, feminine"
2018-markaillaus,Gothic,[Markaillaus],"Noun, proper"
2019-gamarkon,Gothic,[ga-markon],Verb
2020-markus,Gothic,Markus,"Noun, proper"
2021-marwtre,Gothic,†marwtre,"Noun, common"
2022-mara,Gothic,Marþa,"Noun, proper"
2023-marzeins,Gothic,marzeins,"Noun, common, feminine"
2024-marzjan,Gothic,marzjan,Verb
2025-afmarzjan,Gothic,af-marzjan,Verb
2026-gamarzjan,Gothic,ga-marzjan,Verb
2027-matibalgs,Gothic,matibalgs,"Noun, common, masculine"
2028-matjan,Gothic,matjan,Verb
2029-gamatjan,Gothic,ga-matjan,Verb
2030-mats,Gothic,mats,"Noun, common, masculine"
2031-mattaanis,Gothic,Mattaþanis,"Noun, proper"
2032-mattaius,Gothic,Mattaþius*,"Noun, proper"
2033-mataius,Gothic,Matþaius*,"Noun, proper"
2034-matat,Gothic,Matþat,"Noun, proper"
2035-maa,Gothic,maþa,"Noun, common, masculine"
2036-mal,Gothic,maþl*,"Noun, common"
2037-malein,Gothic,maþlein,"Noun, common, feminine"
2038-maljan,Gothic,maþljan,Verb
2039-mausalis,Gothic,Maþusalis,"Noun, proper"
2040-maudjan,Gothic,maudjan,Verb
2041-gamaudjan,Gothic,ga-maudjan,Verb
2042-maurgins,Gothic,maurgins,"Noun, common, masculine"
2043-gamaurgjan,Gothic,ga-maurgjan,Verb
2044-maurnan,Gothic,maurnan,Verb
2045-maurr,Gothic,maurþr,"Noun, common, neuter"
2046-maurrjan,Gothic,maurþrjan,Verb
2047-mawi,Gothic,mawi,"Noun, common, feminine"
2048-mawilo,Gothic,mawilo,"Noun, common, feminine"
2049-megs,Gothic,megs,"Noun, common, masculine"
2050-meins,Gothic,meins,"Pronoun, possesive"
2051-meki,Gothic,meki,"Noun, common"
2052-mel,Gothic,mel,"Noun, common, neuter"
2053-mela,Gothic,mela,"Noun, common, masculine"
2054-meljan,Gothic,meljan,Verb
2055-anameljan,Gothic,ana-meljan,Verb
2056-faurameljan,Gothic,faura-meljan,Verb
2057-gameljan,Gothic,ga-meljan,Verb
2058-fauragameljan,Gothic,faura-gameljan,Verb
2059-ufmeljan,Gothic,uf-meljan,Verb
2060-ufarmeljan,Gothic,ufar-meljan,Verb
2061-mena,Gothic,mena,"Noun, common, masculine"
2062-menos,Gothic,menoþs,"Noun, common, masculine"
2063-mereins,Gothic,mereins,"Noun, common, feminine"
2064-merila,Gothic,Merila,"Noun, proper"
2065-meria,Gothic,meriþa,"Noun, common, feminine"
2066-merjan,Gothic,merjan,Verb
2067-merjands,Gothic,merjands,"Noun, common, masculine"
2068-usmerjan,Gothic,us-merjan,Verb
2069-wailamerjan,Gothic,wailamerjan,Verb
2070-wajamerjan,Gothic,wajamerjan,Verb
2071-usmernan,Gothic,us-mernan,Verb
2072-mes,Gothic,mes,"Noun, common, neuter"
2073-midgardiwaddjus,Gothic,midgardiwaddjus,"Noun, common"
2074-midjasweipains,Gothic,midjasweipains,"Noun, common, feminine"
2075-midjis,Gothic,midjis*,Adjective
2076-midjungards,Gothic,midjungards,"Noun, common, masculine"
2077-miduma,Gothic,miduma*,"Noun, common, feminine"
2078-midumonds,Gothic,midumonds,"Noun, common, masculine"
2079-mikildus,Gothic,mikildūþs,"Noun, common, feminine"
2080-mikilei,Gothic,mikilei,"Noun, common, feminine"
2081-mikiljan,Gothic,mikiljan,Verb
2082-gamikiljan,Gothic,ga-mikiljan,Verb
2083-mikilnan,Gothic,mikilnan,Verb
2084-mikils,Gothic,mikils,Adjective
2085-mikiluhts,Gothic,mikilþuhts,Adjective
2086-mildia,Gothic,mildiþa,"Noun, common, feminine"
2087-milhma,Gothic,milhma,"Noun, common, masculine"
2088-militon,Gothic,militon,Verb
2089-mili,Gothic,miliþ,"Noun, common, neuter"
2090-miluks,Gothic,miluks*,"Noun, common, feminine"
2091-mimz,Gothic,mimz,"Noun, common"
2092-minnists,Gothic,minnists,"Adjective, Superlative"
2093-minniza,Gothic,minniza,"Adjective, Comparative"
2094-mins,Gothic,mins,"Adverb, Comparative"
2095-minznan,Gothic,minznan,Verb
2096-missades,Gothic,missadeþs*,"Noun, common, feminine"
2097-missaleiks,Gothic,missaleiks,Adjective
2098-missaqiss,Gothic,missaqiss,"Noun, common, feminine"
2099-missataujands,Gothic,missataujands,<none>
2100-misso,Gothic,misso,Adverb
2101-mitadjo,Gothic,mitadjo,"Noun, common, feminine"
2102-mitan,Gothic,mitan,Verb
2103-gamitan,Gothic,ga-mitan,Verb
